ID,DOT_WEB_ID,CASE_NUMBER,CRASH_YEAR,COUNTY,MUNICIPALITY,CRASH_DATE,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_TIME,POLICE_DEPT_CODE,POLICE_DEPARTMENT,POLICE_STATION,TOTAL_KILLED,TOTAL_INCAPACITATED,TOTAL_INJURED,PEDESTRIANS_KILLED,PEDESTRIANS_INJURED,SEVERITY,INTERSECTION,ALCOHOL_INVOLVED,HAZMAT_INVOLVED,CRASH_TYPE,TOTAL_VEHICLES_INVOLVED,CRASH_LOCATION,LOCATION_DIRECTION,ROUTE,ROUTE_SUFFIX,SRI,MILEPOST,ROAD_SYSTEM,ROAD_CHARACTER,ROAD_SURFACE_TYPE,SURFACE_CONDITION,LIGHT_CONDITION,ENVIRONMENTAL_CONDITION,ROAD_DIVIDED_BY,TEMP_TRAFFIC_CONTROL_ZONE,DISTANCE_TO_CROSS_STREET,UNIT_OF_MEASUREMENT,DIRECTION_FROM_CROSS_STREET,CROSS_STREET_NAME,IS_RAMP,RAMP_TO_FROM_ROUTE_NAME,RAMP_TO_FROM_ROUTE_DIRECTION,POSTED_SPEED,POSTED_SPEED_CROSS_STREET,LATITUDE,LONGITUDE,CELL_PHONE_IN_USE,OTHER_PROPERTY_DAMAGE,REPORTING_BADGE_NO,X,Y,CRASH_NARRATIVE,MPO,TOTAL_PEDESTRIANS_INVOLVED,EPDO,DLN
7111850,2007110107-9751,Jul-51,2007,MERCER,East Windsor Township,8/1/2007 0:00,Wednesday,August,12/31/1899 18:25,1,EAST WINDSOR TWP.,TRAFFIC,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,OLD MILLSTONE DRIVE,NULL,,,,,Private Property,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,100,Foot,East,PINE LANE,NULL,,NULL,15,15,0,0,No,NONE,563,,,,DVRPC,0,Pain,7181122
7111294,2007110107-13837,07-13837,2007,MERCER,East Windsor Township,10/29/2007 0:00,Monday,October,12/31/1899 7:26,1,EAST WINDSOR,TRAFFIC BUREAU,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,NJ 33,West,33,,33,13.09,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,Painted Median,None,300,Foot,East,AIRPORT RD,NULL,,NULL,45,45,40.26048,74.54231,No,NONE,72,480481.114421,519900.526101,,DVRPC,0,Pain,7240373
7111472,2007110107-2144,Jul-44,2007,MERCER,East Windsor Township,2/17/2007 0:00,Saturday,February,12/31/1899 21:17,1,EAST WINDSOR,TRAFFIC UNIT,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 33,West,33,,33,15.84,State Highway,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,Grass Median,None,,At,NULL,PROBASCO ROAD,NULL,,NULL,55,40,40.26816,74.49535,No,,551,493297.348106,522624.701889,,DVRPC,0,Moderate Injury,7021276
7112711,20071102I-2007-019132,I-2007-019132,2007,MERCER,Ewing Township,7/21/2007 0:00,Saturday,July,12/31/1899 11:42,1,EWING POLICE,S-2,0,0,2,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,2,NEW HILLCREST AVENUE,NULL,,,11021263,0.358,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,95,Foot,East,HENDRICKSON AVE.,NULL,,NULL,25,25,0,0,No,,154,416793.553408,513319.493351,,DVRPC,0,Moderate Injury,7145975
7112815,20071102I-2007-022683,I-2007-022683,2007,MERCER,Ewing Township,9/3/2007 0:00,Monday,September,12/31/1899 15:05,1,EWING POLICE,S-4,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 622,NULL,622,,11000622,4.96,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,South,PROSPECT STREET (627),NULL,,NULL,40,25,40.24642,74.76538,No,,171,417973.18,514824.33,,DVRPC,0,Pain,7184018
7112617,20071102I-2007-015670,I-2007-015670,2007,MERCER,Ewing Township,6/15/2007 0:00,Friday,June,12/31/1899 16:38,1,EWING POLICE,SQUAD 5/TRAFFIC,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,SUSAN DRIVE,NULL,,,11021208,0.19,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,55,Foot,West,THOMAS PLACE,NULL,,NULL,25,25,0,0,No,NONE,105,417657.141424,525665.691465,,DVRPC,0,Pain,7115659
7112569,20071102I-2007-013526,I-2007-013526,2007,MERCER,Ewing Township,5/24/2007 0:00,Thursday,May,12/31/1899 12:43,1,EWING POLICE,TRAFFIC BUREAU,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 31,NULL,31,,31,2.84,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,THERESA STREET,NULL,,NULL,40,25,40.26348,74.78177,No,NONE,111,413448.81,521124.32,,DVRPC,0,Pain,7109114
7112787,20071102I-2007-021586,I-2007-021586,2007,MERCER,Ewing Township,8/22/2007 0:00,Wednesday,August,12/31/1899 10:37,1,EWING POLICE,S-4,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 622,NULL,622,,11000622,4.74,County,Straight and Level,Blacktop,Wet,Daylight,Rain,None,None,,At,NULL,FIFTH ST,NULL,,NULL,40,25,40.24511,74.76165,No,,171,419050.88,514326.22,,DVRPC,0,Moderate Injury,7173243
7112576,20071102I-2007-013643,I-2007-013643,2007,MERCER,Ewing Township,5/26/2007 0:00,Saturday,May,12/31/1899 2:28,1,EWING POLICE,P1,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,THERESA STREET,NULL,,,11021395,0.14,Municipal,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,None,,At,NULL,DIXFIELD AVE,NULL,,NULL,25,25,0,0,No,,142,410848.700132,521235.719892,,DVRPC,0,Pain,7105442
7113678,2007110307-20432,07-20432,2007,MERCER,Hamilton Twp (Mercer Co),5/12/2007 0:00,Saturday,May,12/31/1899 8:52,1,HAMILTON,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 618,NULL,618,,11000618,0.45,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,75,Foot,West,WILSON AVENUE,NULL,,NULL,40,25,40.23456,74.67994,No,,382,441885.123853,510411.028715,,DVRPC,0,Moderate Injury,7085775
7114266,2007110307-32378,07-32378,2007,MERCER,Hamilton Twp (Mercer Co),7/25/2007 0:00,Wednesday,July,12/31/1899 15:06,1,HAMILTON,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,ROUTE 533,NULL,533,,533,,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,800,Foot,North,JUSTICE ?,NULL,,NULL,45,25,0,0,No,,309,,,,DVRPC,0,Pain,7152636
7114802,2007110307-43169,07-43169,2007,MERCER,Hamilton Twp (Mercer Co),10/4/2007 0:00,Thursday,October,12/31/1899 13:28,1,HAMILTON TOWNSHIP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 619,West,619,,11000619,0.44,County,Straight and Grade,Concrete,Dry,Daylight,Clear,None,None,400,Foot,West,ESTATES BLVD.,NULL,,NULL,35,25,40.20992,74.70223,No,**********,270,435645.816678,501444.544995,,DVRPC,0,Moderate Injury,7252263
7113968,2007110307-26187,07-26187,2007,MERCER,Hamilton Twp (Mercer Co),6/16/2007 0:00,Saturday,June,12/31/1899 14:40,1,HAMILTON,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,ROUTE 533,NULL,533,,533,0.7,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,KNAPP AVENUE,NULL,,NULL,35,25,40.19786,74.69967,No,,309,436342.923133,497031.162573,,DVRPC,0,Pain,7122597
7114272,2007110307-32497,07-32497,2007,MERCER,Hamilton Twp (Mercer Co),7/26/2007 0:00,Thursday,July,12/31/1899 12:22,1,HAMILTON,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 33,NULL,33,,33,6.35,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,GEORGE DYE RD,NULL,,NULL,45,25,40.22297,74.64622,No,NONE,302,451290.227405,506170.096115,,DVRPC,0,Pain,7152629
7114163,2007110307-30210,07-30210,2007,MERCER,Hamilton Twp (Mercer Co),7/11/2007 0:00,Wednesday,July,12/31/1899 0:00,1,HAMILTON,PATROL,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 606,West,606,,11000606,2.98,County,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,NULL,15,Foot,West,KLOCKNER RD.,NULL,,NULL,35,35,40.22939,74.70694,No,,417,434345.741601,508543.087326,,DVRPC,0,Moderate Injury,7127525
7114526,2007110307-37970,07-37970,2007,MERCER,Hamilton Twp (Mercer Co),8/31/2007 0:00,Friday,August,12/31/1899 16:55,1,HAMILTON,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,LAKE AVENUE,East,,,11031717,0.2,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,LAFAYETTE AVENUE,NULL,,NULL,25,25,0,0,No,NONE,397,429749.75586,495954.117022,,DVRPC,0,Pain,7173158
7115241,2007110307-50525,07-50525,2007,MERCER,Hamilton Twp (Mercer Co),11/24/2007 0:00,Saturday,November,12/31/1899 15:18,1,HAMILTON TOWNSHIP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 626,NULL,626,,11000626,1.63,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,100,Foot,West,CEDAR LN,NULL,,NULL,25,25,40.20363,74.73277,No,NONE,381,427110.729579,499177.175737,,DVRPC,0,Pain,7286203
7113673,2007110307-20338,07-20338,2007,MERCER,Hamilton Twp (Mercer Co),5/11/2007 0:00,Friday,May,12/31/1899 17:42,1,HAMILTON,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 626,West,626,,11000626,1.78,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,WILLIAM ST.,NULL,,NULL,25,25,40.20171,74.73128,No,NONE,399,427524.257921,498475.105633,,DVRPC,0,Moderate Injury,7118445
7115448,2007110307-54244,07-54244,2007,MERCER,Hamilton Twp (Mercer Co),12/19/2007 0:00,Wednesday,December,12/31/1899 18:46,1,HAMILTON TOWNSHIP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,NJ 33,West,33,,33,2.55,State Highway,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,None,100,Foot,East,DONALD DR,NULL,,NULL,40,25,40.23258,74.71532,No,,322,431993.170519,509708.128385,,DVRPC,0,Pain,7297027
7114239,2007110307-31771,07-31771,2007,MERCER,Hamilton Twp (Mercer Co),7/21/2007 0:00,Saturday,July,12/31/1899 11:45,1,HAMILTON,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 620,West,620,,11000620,0.77,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,150,Foot,West,CR 533,NULL,,NULL,40,35,40.19397,74.70153,No,,402,435826.510094,495636.81996,,DVRPC,0,Pain,7139570
7113246,2007110307-10448,07-10448,2007,MERCER,Hamilton Twp (Mercer Co),3/9/2007 0:00,Friday,March,12/31/1899 19:06,1,HAMILTON,,0,0,1,0,0,Injury,Not At Intersection,Yes,No,Pedalcyclist,1,FLOCK RD,NULL,,,11031986,0.22,Municipal,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,None,60,Foot,East,PAXSON AVENUE,NULL,,NULL,35,25,40.24887,74.67141,No,,309,444275.006929,515618.03769,,DVRPC,0,Moderate Injury,7042404
7114691,2007110307-40979,07-40979,2007,MERCER,Hamilton Twp (Mercer Co),9/20/2007 0:00,Thursday,September,12/31/1899 8:13,1,HAMILTON TOWNSHIP,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 618,East,618,,11000618,0.35,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,HOOVER AVE.,NULL,,NULL,40,25,40.235,74.68175,No,BICYCLE SUSTAINED MODERATE FRONT TIRE/RIM DAMAGE,270,441380.052039,510572.304492,,DVRPC,0,Pain,7218391
7113674,2007110307-20351,07-20351,2007,MERCER,Hamilton Twp (Mercer Co),5/10/2007 0:00,Thursday,May,12/31/1899 18:34,,HAMILTON,PATROL,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,1750 WHITEHORSE AVE,NULL,,,,,Private Property,Straight and Level,Concrete,Dry,Dusk,Clear,None,None,,NULL,NULL,,NULL,,NULL,,,0,0,No,,407,,,,DVRPC,0,Moderate Injury,7121053
7113687,2007110307-2060,Jul-60,2007,MERCER,Hamilton Twp (Mercer Co),1/14/2007 0:00,Sunday,January,12/31/1899 21:13,1,HAMILTON,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 33,NULL,33,,33,2.14,State Highway,Straight and Level,Blacktop,Wet,Dark (Street Lights On/ continuous),Rain,None,None,,At,NULL,WARD AVENUE,NULL,,NULL,35,25,40.23094,74.7226,No,,416,429957.838397,509105.282419,,DVRPC,0,Pain,7000875
7114181,2007110307-3065,Jul-65,2007,MERCER,Hamilton Twp (Mercer Co),1/21/2007 0:00,Sunday,January,12/31/1899 16:31,1,HAMILTON TOWNSHIP,,0,0,2,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,WARD AVE,NULL,,,11032003,0,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,5,Foot,West,CR 606,NULL,,NULL,25,,40.22309,74.7201,No,NONE,431,430667.09,506256.05,,DVRPC,0,Pain,7010028
7113592,2007110307-18633,07-18633,2007,MERCER,Hamilton Twp (Mercer Co),5/1/2007 0:00,Tuesday,May,12/31/1899 16:47,1,HAMILTON,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,PARK LANE,NULL,,,11031384,0.27,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,HOLLYWOOD DR.,NULL,,NULL,25,25,0,0,No,NONE,387,428426.84994,508586.94659,,DVRPC,0,Pain,7075070
7113995,2007110307-26688,07-26688,2007,MERCER,Hamilton Twp (Mercer Co),6/19/2007 0:00,Tuesday,June,12/31/1899 16:26,1,HAMILTON TWP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,LAMONT AVENUE,NULL,,,11032061,0.009,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,50,Foot,South,KLOCKNER RD.,NULL,,NULL,25,40,0,0,No,,411,438896.549876,507303.140146,,DVRPC,0,Moderate Injury,7116738
7113877,2007110307-24534,07-24534,2007,MERCER,Hamilton Twp (Mercer Co),6/6/2007 0:00,Wednesday,June,12/31/1899 14:35,1,HAMILTON TOWNSHIP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,KLOCKNER RD,NULL,,,11031976,4.36,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,1000,Foot,West,YARDVILLE-HAMILTON SQ RD,NULL,,NULL,40,35,40.21559,74.66396,No,NONE,381,446355.729938,503478.722489,,DVRPC,0,Moderate Injury,7132966
7114069,2007110307-27993,07-27993,2007,MERCER,Hamilton Twp (Mercer Co),6/27/2007 0:00,Wednesday,June,12/31/1899 21:22,1,HAMILTON,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MASSACHUSETTS AVENUE,NULL,,,11031373,0.21,Municipal,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,None,,At,NULL,NORMAN COURT,NULL,,NULL,25,25,0,0,No,,309,427694.218658,506846.547028,,DVRPC,0,Pain,7125645
7116442,2.00711042007061E+016,200706162,2007,MERCER,Hightstown Borough,5/23/2007 0:00,Wednesday,May,12/31/1899 7:18,1,HIGHTSTOWN,HIGHTSTOWN,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,ROUTE 571,NULL,571,,571,34.83,County,Straight and Grade,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,PARKWAY,NULL,,NULL,25,25,40.2709,74.52859,No,NONE,111,484152.04,523596.6,,DVRPC,0,Pain,7247416
7116459,2.00711042007087E+016,200708777,2007,MERCER,Hightstown Borough,7/20/2007 0:00,Friday,July,12/31/1899 14:23,1,HIGHTSTOWN,PATROL DIVISION,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,NJ 33,South,33,,33,14.15,State Highway,Straight and Grade,Blacktop,Dry,Daylight,Clear,NULL,None,68,Foot,North,S. MAIN STREET,NULL,,NULL,25,25,40.26831,74.52497,No,NONE,111,485474.61,522836.04,,DVRPC,0,Pain,7249650
7116501,2.00711042007147E+016,200714769,2007,MERCER,Hightstown Borough,12/11/2007 0:00,Tuesday,December,12/31/1899 23:06,1,HIGHTSTOWN,PATROL,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,ROUTE 539,West,539,,539,51.79,County,Straight and Level,Blacktop,Wet,Dark (Street Lights On/ continuous),Fog/Smog/Smoke,None,None,,At,NULL,WEST WARD STREET,NULL,,NULL,25,25,40.26778,74.52436,No,,111,485275.302242,522251.992531,,DVRPC,0,Pain,7296238
7117090,20071106HT2007-022305,HT2007-022305,2007,MERCER,Hopewell Twp (Mercer Co),10/22/2007 0:00,Monday,October,12/31/1899 18:30,1,HOPEWELL,51 SOUTH,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,NJ 31,South,31,,31,6,State Highway,Curve and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,None,150,Foot,South,WASHINGTON CROSSING PENN,NULL,546,NULL,45,45,40.30685,74.78519,No,NONE,46,412595.58853,536805.633757,,DVRPC,0,Pain,7241388
7116850,20071106HT2007-010714,HT2007-010714,2007,MERCER,Hopewell Twp (Mercer Co),5/25/2007 0:00,Friday,May,12/31/1899 17:03,1,HOPEWELL,51 NORTH,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 623,East,623,,11000623,1.95,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,SCOTCH RD,NULL,,NULL,45,25,40.32992,74.81552,No,,29,404163.383814,545250.929318,,DVRPC,0,Moderate Injury,7109142
7117512,2007110707-017460,07-017460,2007,MERCER,Lawrence Twp (Mercer Co),4/22/2007 0:00,Sunday,April,12/31/1899 13:17,1,LAWRENCE TWP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,US 206,NULL,206,,206,46.9,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,20,Foot,North,EGGERTS CROSSING,NULL,,NULL,25,25,40.27179,74.73609,No,NONE,198,425816.04,523710.2,,DVRPC,0,Moderate Injury,7085887
7118493,2007110707045050,7045054,2007,MERCER,Lawrence Twp (Mercer Co),10/8/2007 0:00,Monday,October,12/31/1899 16:34,1,LAWRENCE,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,VERMONT ST,West,,,11071003,0.133,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,300,Foot,West,BRUNSWICK AVE,NULL,,NULL,25,25,0,0,No,,185,423051.230028,513178.740102,,DVRPC,0,Pain,7215855
7119108,200711092007-17485,2007-17485,2007,MERCER,Princeton Borough,9/28/2007 0:00,Friday,September,12/31/1899 13:53,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 27,NULL,27,,27,0.83,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,MURRAY PLACE,NULL,,NULL,25,25,40.35266,74.6498,No,NONE,141,450427.359182,553431.265357,,DVRPC,0,Moderate Injury,7212949
7118889,2007110907-14623,07-14623,2007,MERCER,Princeton Borough,8/14/2007 0:00,Tuesday,August,12/31/1899 22:40,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,HAMILTON AVENUE,NULL,,,11091086,1.5,Municipal,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,None,,At,NULL,LINDEN LANE,NULL,,NULL,25,25,0,0,No,,136,450198.279897,554700.310115,,DVRPC,0,Pain,7168075
7119139,200711092007-4299,2007-4299,2007,MERCER,Princeton Borough,3/3/2007 0:00,Saturday,March,12/31/1899 14:20,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,WITHERSPOON ST,NULL,,,11091241,0.16,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,WIGGINS STREET,NULL,,NULL,25,25,40.35186,74.66071,No,NONE,119,447336.088702,553127.680851,,DVRPC,0,Pain,7052379
7119061,200711092007-017402,2007-017402,2007,MERCER,Princeton Borough,9/27/2007 0:00,Thursday,September,12/31/1899 7:30,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 27,NULL,27,,27,0.11,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,CHAMBERS STREET,NULL,,NULL,25,25,40.34886,74.66258,No,NONE,148,446846.97,552049.09,,DVRPC,0,Pain,7225657
7118894,2007110907-15578,07-15578,2007,MERCER,Princeton Borough,8/29/2007 0:00,Wednesday,August,12/31/1899 19:44,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 27,NULL,27,,27,0.4,State Highway,Straight and Level,Blacktop,Dry,Dusk,Clear,None,None,,At,NULL,CR 571,NULL,,NULL,25,25,40.3503,74.65738,No,NONE,120,448324,552578.32,,DVRPC,0,Pain,7208727
7118847,2007110907-10634,07-10634,2007,MERCER,Princeton Borough,6/11/2007 0:00,Monday,June,12/31/1899 7:47,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MOORE ST,NULL,,,11091242,0.44,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,FRANKLIN AVENUE,NULL,,NULL,25,25,40.35747,74.65728,No,,137,448320.6,555085.92,,DVRPC,0,Pain,7235833
7119115,200711092007-18585,2007-18585,2007,MERCER,Princeton Borough,10/18/2007 0:00,Thursday,October,12/31/1899 10:58,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,CHESTNUT STREET,NULL,,,11091145,0.17,Municipal,Straight and Grade,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,SPRUCE STREET,NULL,,NULL,20,25,0,0,No,,135,449461.039901,554008.750146,,DVRPC,0,Moderate Injury,7241584
7118858,2007110907-11471,07-11471,2007,MERCER,Princeton Borough,6/23/2007 0:00,Saturday,June,12/31/1899 19:21,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,ALEXANDER RD,NULL,,,11131424,2.98,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,COLLEGE ROAD,NULL,,NULL,25,25,40.34437,74.66196,No,NONE,88,446982.107536,550397.154912,,DVRPC,0,Moderate Injury,7209550
7119081,200711092007-021270,2007-021270,2007,MERCER,Princeton Borough,12/5/2007 0:00,Wednesday,December,12/31/1899 21:50,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,US 206,NULL,206,,206,53.85,State Highway,Straight and Level,Blacktop,Wet,Dark (Street Lights On/ continuous),Clear,None,None,100,Foot,West,EDGEHILL ST.,NULL,,NULL,30,25,40.34912,74.66504,No,NONE,138,445892.341643,551462.274637,,DVRPC,0,Pain,7305903
7118962,2007110907-3637,Jul-37,2007,MERCER,Princeton Borough,2/21/2007 0:00,Wednesday,February,12/31/1899 12:22,1,PRINCETON BOROUGH,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,NJ 27,NULL,27,,27,0.7,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,40,Foot,East,CHESTNUT STREET,NULL,,NULL,25,20,40.35196,74.65209,No,NONE,109,449792.597922,553180.713238,,DVRPC,0,Moderate Injury,7045521
7119358,2007111007-17788,07-17788,2007,MERCER,Princeton Township,12/3/2007 0:00,Monday,December,12/31/1899 16:41,1,PRINCETON TOWNSHIP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,TERHUNE RD,NULL,,,11101147,0.257,Municipal,Straight and Level,Blacktop,Dry,Dusk,Clear,None,None,35,Foot,East,JEFFERSON RD.,NULL,,NULL,25,25,0,0,No,NONE,241,447358.105001,557590.515039,,DVRPC,0,Moderate Injury,7276588
7119251,2007111007-13529,07-13529,2007,MERCER,Princeton Township,9/11/2007 0:00,Tuesday,September,12/31/1899 8:14,1,PRINCETON TOWNSHIP,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 27,North,27,,27,1.9,State Highway,Straight and Level,Blacktop,Wet,Daylight,Rain,None,None,,At,NULL,RIVERSIDE DRIVE,NULL,27,NULL,25,45,40.36046,74.63231,No,,146,455257.02,556250.06,,DVRPC,0,Moderate Injury,7197714
7119604,20071110I2007-014565,I2007-014565,2007,MERCER,Princeton Township,5/7/2007 0:00,Monday,May,12/31/1899 16:20,99,PRINCETON,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,ACCESS ROAD-PARKING LOT 20,East,,,,,Private Property,Curve and Grade,Blacktop,Sand/ Mud/ Dirt,Daylight,Clear,None,None,634,Foot,East,ELM DRIVE,NULL,,NULL,20,20,0,0,No,,131,,,,DVRPC,0,Moderate Injury,7082582
7119384,2007111007-18564,07-18564,2007,MERCER,Princeton Township,12/18/2007 0:00,Tuesday,December,12/31/1899 16:20,1,PRINCETON TOWNSHIP,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,TERHUNE ROAD,NULL,,,11101147,0.61,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,Grass Median,None,,At,NULL,NORTH HARRISON ST.,NULL,,NULL,30,30,0,0,No,39:4-115,196,449111.536848,558201.286641,,DVRPC,0,Pain,7298987
7119227,2007111007-12388,07-12388,2007,MERCER,Princeton Township,8/21/2007 0:00,Tuesday,August,12/31/1899 12:22,1,PRINCETON TOWNSHIP,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,US 206,NULL,206,,206,56.1,State Highway,Straight and Level,Blacktop,Wet,Daylight,Rain,None,None,1584,Foot,North,EWING STREET,NULL,,NULL,40,25,40.37948,74.66293,No,?,***,446625.94,562221.92,,DVRPC,0,Moderate Injury,7185658
7119608,20071110I2007-017598,I2007-017598,2007,MERCER,Princeton Township,6/4/2007 0:00,Monday,June,12/31/1899 18:18,99,PRINCETON,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,PARKING LOT 15,South,,,,,Private Property,Curve and Grade,Other,Dry,Daylight,Clear,None,None,467,Foot,East,WASHINGTON ROAD,NULL,,NULL,10,35,0,0,No,,133,,,,DVRPC,0,Moderate Injury,7108336
