"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN"
3440291,"20101102I-2010-007919","I-2010-007919",2010,"MERCER","Ewing Township","2010-03-17","Wednesday","March","05:54:00",1,"EWING TWP PD","SQUAD 2B",0,0,0,0,0,"Property Damage","Not At Intersection","Yes","No","Same Direction - Rear End",2,"MERCER COUNTY 634","NULL",634,"","11000634",2.63,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",200,"Foot","West","LOWER FERRY ROAD(ROUTE 643)","NULL","","NULL",40,40,40.25945,-74.79636,"No","","165",409417.845067,519560.533648,NA,"DVRPC",0,"PDO",10062480
3440292,"20101102I-2010-007924","I-2010-007924",2010,"MERCER","Ewing Township","2010-03-17","Wednesday","March","08:06:00",1,"EWING TWP PD","PLATOON 1",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 613","NULL",613,"","11000613",0,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","PRINCETON AVENUE (583)","NULL","","NULL",40,25,40.24188,-74.75072,"No","","115",422137.69,513121.96,NA,"DVRPC",0,"PDO",10051005
3440293,"20101102I-2010-007939","I-2010-007939",2010,"MERCER","Ewing Township","2010-03-17","Wednesday","March","09:41:00",1,"EWING TWP PD","1A",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Side Swipe",2,"MERCER COUNTY 622","NULL",622,"","11000622",4.56,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",500,"Foot","West","ARCTIC PARKWAY (639)","NULL","","NULL",40,35,40.244,-74.7587,"No","","129",419911.339329,513901.118022,NA,"DVRPC",0,"PDO",10051900
3440295,"20101102I-2010-007993","I-2010-007993",2010,"MERCER","Ewing Township","2010-03-17","Wednesday","March","16:13:00",1,"EWING TWP PD","PLATOON 1",0,0,1,0,0,"Injury","Not At Intersection","No","No","Right Angle",2,"NJ 31","NULL",31,"","00000031",3.82,"State Highway","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",30,"Foot","North","CR 636 / EWINGVILLE RD / UPPER FERR","NULL","","NULL",40,35,40.27724,-74.78047,"No","","115",413872.830399,526027.535416,NA,"DVRPC",0,"Pain",10051003
3440299,"20101102I-2010-008066","I-2010-008066",2010,"MERCER","Ewing Township","2010-03-18","Thursday","March","09:49:00",1,"EWING TWP PD","SQUAD 3 TRAFFIC",0,0,2,0,0,"Injury","Not At Intersection","No","No","Opposite Direction - Side Swipe",2,"MERCER COUNTY 611","NULL",611,"","11000611",0.46,"County","Curve and Level","Blacktop","Dry","Daylight","Clear","None","None",150,"Foot","North","CARLTON AVE","NULL","","NULL",40,25,40.27011,-74.79982,"No","","149",408465.541885,523448.393792,NA,"DVRPC",0,"Pain",10051000
3440301,"20101102I-2010-008201","I-2010-008201",2010,"MERCER","Ewing Township","2010-03-19","Friday","March","08:44:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 639","NULL",639,"","11000639",0,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",20,"Foot","North","CR 622","NULL","","NULL",35,35,40.2446,-74.76017,"No","","149",419502.36,514121.4,NA,"DVRPC",0,"Pain",10050999
3440306,"20101102I-2010-008514","I-2010-008514",2010,"MERCER","Ewing Township","2010-03-22","Monday","March","13:27:00",1,"EWING TWP PD","1B",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Backing",2,"NJ 31","NULL",31,"","00000031",2.54,"State Highway","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",30,"Foot","South","CAROLINA AVE","NULL","","NULL",40,25,40.2597,-74.78007,"No","","152",413963.695641,519639.881995,NA,"DVRPC",0,"PDO",10062485
3440307,"20101102I-2010-008558","I-2010-008558",2010,"MERCER","Ewing Township","2010-03-22","Monday","March","23:29:00",1,"EWING TWP PD","2A",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"NJ 31","NULL",31,"","00000031",1.82,"State Highway","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",NA,"At","NULL","CR 622 / OLDEN AVE","NULL","","NULL",40,40,40.24988,-74.77575,"No","","151",415158.09,516058.12,NA,"DVRPC",0,"PDO",10062487
3440311,"20101102I-2010-008965","I-2010-008965",2010,"MERCER","Ewing Township","2010-03-27","Saturday","March","10:51:00",1,"EWING TWP PD","SQUAD 1B",0,0,1,0,0,"Injury","At Intersection","No","No","Left Turn / U Turn",2,"MERCER COUNTY 627","NULL",627,"","11000627",0.99,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","COLUMBIA AVE","NULL","","NULL",25,25,40.25078,-74.7636,"No","","185",418581.731864,516375.348197,NA,"DVRPC",0,"Moderate Injury",10062626
3440312,"20101102I-2010-008970","I-2010-008970",2010,"MERCER","Ewing Township","2010-03-27","Saturday","March","12:26:00",1,"EWING TWP PD","1B",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Right Angle",2,"MERCER COUNTY 636","NULL",636,"","11000636",1.57,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"Foot","South","CR 622","NULL","","NULL",35,35,40.24881,-74.77177,"No","","152",416268.04,515664.55,NA,"DVRPC",0,"PDO",10062476
3440313,"20101102I-2010-008993","I-2010-008993",2010,"MERCER","Ewing Township","2010-03-27","Saturday","March","16:05:00",1,"EWING TWP PD","SQUAD 1B",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 622","NULL",622,"","11000622",4.65,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",60,"Foot","West","ARCTIC PKWY (RT#639)","NULL","","NULL",35,35,40.2446,-74.76017,"No","","152",419502.36,514121.4,NA,"DVRPC",0,"PDO",10062475
3440314,"20101102I-2010-009062","I-2010-009062",2010,"MERCER","Ewing Township","2010-03-28","Sunday","March","13:44:00",1,"EWING TWP PD","1B",0,0,1,0,0,"Injury","Not At Intersection","No","No","Overturned",2,"MERCER COUNTY 622","NULL",622,"","11000622",5.43,"County","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",45,"Foot","East","MCMULLEN DRIVE","NULL","","NULL",35,25,40.24945,-74.77353,"No","","152",415776.694182,515898.193009,NA,"DVRPC",0,"Pain",10062474
3440315,"20101102I-2010-009063","I-2010-009063",2010,"MERCER","Ewing Township","2010-03-28","Sunday","March","13:55:00",1,"EWING TWP PD","SQUAD 1B",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 622","NULL",622,"","11000622",4.59,"County","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",300,"Foot","West","ARCTIC PARKWAY (CR-639)","NULL","","NULL",35,35,40.24422,-74.75919,"No","","185",419775.67,513981.17,NA,"DVRPC",0,"PDO",10062625
3440316,"20101102I-2010-009224","I-2010-009224",2010,"MERCER","Ewing Township","2010-03-30","Tuesday","March","08:55:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,1,0,0,"Injury","At Intersection","No","No","Right Angle",2,"MERCER COUNTY 634","NULL",634,"","11000634",2.67,"County","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",NA,"At","NULL","LOWER FERRY RD(RTE 643)","NULL","","NULL",40,40,40.25899,-74.7959,"No","","149",409544.635245,519392.454669,NA,"DVRPC",0,"Pain",10062473
3440319,"20101102I-2010-0092?2","I-2010-0092?2",2010,"MERCER","Ewing Township","2010-03-30","Tuesday","March","17:33:00",1,"EWING TWP PD","P2-A",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Right Angle",2,"EGGERTS CROSSING RD","NULL",NA,"","11071394",0.84,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",45,"Foot","East","BUNKER HILL ROAD","NULL","","NULL",40,25,40.27406,-74.7529,"No","","105",421561.26,524844.53,NA,"DVRPC",0,"PDO",10062470
3440320,"20101102I-2010-009331","I-2010-009331",2010,"MERCER","Ewing Township","2010-03-31","Wednesday","March","08:35:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,1,0,0,"Injury","At Intersection","No","No","Right Angle",2,"MERCER COUNTY 634","NULL",634,"","11000634",2.67,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","LOWER FERRY RD (RTE 643)","NULL","","NULL",40,40,40.25899,-74.7959,"No","51 - TRAFFIC SIGNAL STANDARD-NJDOT 999 PARKWAY AVE EWING NJ 08618","149",409544.635245,519392.454669,NA,"DVRPC",0,"Pain",10062621
3440323,"20101102I-2010-009372","I-2010-009372",2010,"MERCER","Ewing Township","2010-03-31","Wednesday","March","13:08:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Side Swipe",3,"MERCER COUNTY 622","NULL",622,"","11000622",5.47,"County","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",500,"Foot","West","NJ 31","NULL","","NULL",40,35,40.24962,-74.77422,"No","","149",415586.6,515960.24,NA,"DVRPC",0,"Pain",10062628
3440324,"20101102I-2010-009397","I-2010-009397",2010,"MERCER","Ewing Township","2010-03-31","Wednesday","March","17:53:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Right Angle",2,"MERCER COUNTY 636","NULL",636,"","11000636",1.24,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","West","NJ 31","NULL","","NULL",35,40,40.2454,-74.77588,"No","","163",415116.51394,514427.345562,NA,"DVRPC",0,"PDO",10062627
3440327,"20101102I-2010-009514","I-2010-009514",2010,"MERCER","Ewing Township","2010-04-01","Thursday","April","20:19:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Animal",1,"NJ 31","NULL",31,"","00000031",2.22,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",100,"Foot","North","OAK LN","NULL","","NULL",35,25,40.25543,-74.77775,"No","","163",414606.713911,518082.482521,NA,"DVRPC",0,"PDO",10062622
3440567,"20101102I-2010-018364","I-2010-018364",2010,"MERCER","Ewing Township","2010-06-23","Wednesday","June","16:23:00",1,"EWING TWP PD","P-3B",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 622","NULL",622,"","11000622",5.33,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",50,"Foot","East","CR 636","NULL","","NULL",35,NA,40.24887,-74.77193,"No","","131",416223.829226,515686.135946,NA,"DVRPC",0,"PDO",10149437
3440568,"20101102I-2010-018416","I-2010-018416",2010,"MERCER","Ewing Township","2010-06-24","Thursday","June","09:10:00",1,"EWING TWP PD","P-3A",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Side Swipe",2,"MERCER COUNTY 622","NULL",622,"","11000622",5.32,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",NA,"At","North","CR 636","NULL","","NULL",35,35,40.24881,-74.77177,"No","","136",416268.04,515664.55,NA,"DVRPC",0,"PDO",10134406
3440577,"20101102I-2010-018652","I-2010-018652",2010,"MERCER","Ewing Township","2010-06-26","Saturday","June","08:54:00",1,"EWING TWP PD","1B",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Side Swipe",2,"NJ 31","NULL",31,"","00000031",2.35,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CENTRAL AVE","NULL","","NULL",35,25,40.25713,-74.77882,"No","","152",414310.412918,518700.836787,NA,"DVRPC",0,"PDO",10149436
3440595,"20101102I-2010-019611","I-2010-019611",2010,"MERCER","Ewing Township","2010-07-06","Tuesday","July","11:53:00",1,"EWING TWP PD","S.R.O.",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Right Angle",2,"MERCER COUNTY 634","NULL",634,"","11000634",2.23,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",150,"Foot","East","CR 611","NULL","","NULL",40,35,40.26341,-74.80172,"No","","128",407927.062185,521010.903097,NA,"DVRPC",0,"PDO",10149434
3440597,"20101102I-2010-019726","I-2010-019726",2010,"MERCER","Ewing Township","2010-07-07","Wednesday","July","15:36:00",1,"EWING TWP PD","PLATOON 2-SQUA",0,0,3,0,0,"Injury","At Intersection","No","No","Right Angle",2,"MERCER COUNTY 622","NULL",622,"","11000622",5.32,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CR 636","NULL","","NULL",35,35,40.24881,-74.77177,"No","","151",416268.04,515664.55,NA,"DVRPC",0,"Pain",10149433
3440601,"20101102I-2010-019844","I-2010-019844",2010,"MERCER","Ewing Township","2010-07-08","Thursday","July","15:20:00",1,"EWING TWP PD","P2-A",0,0,2,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",3,"LOWER FERRY RD","NULL",NA,"","11021390",1.81,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",45,"Foot","South","CR 634","NULL","","NULL",35,40,40.25893,-74.79621,"No","","105",NA,NA,NA,"DVRPC",0,"Pain",10149432
3440604,"20101102I-2010-019864","I-2010-019864",2010,"MERCER","Ewing Township","2010-07-08","Thursday","July","18:50:00",1,"EWING TWP PD","1A",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 639","NULL",639,"","11000639",0,"County","Curve and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",20,"Foot","North","CR 622","NULL","","NULL",35,40,40.2446,-74.76017,"No","","129",419502.36,514121.4,NA,"DVRPC",0,"PDO",10167406
3440605,"20101102I-2010-019932","I-2010-019932",2010,"MERCER","Ewing Township","2010-07-09","Friday","July","10:38:00",1,"EWING TWP PD","PLATOON 2-SQUA",0,0,1,0,0,"Injury","Not At Intersection","No","No","Right Angle",2,"NJ 31","NULL",31,"","00000031",1.96,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",20,"Foot","South","PENNROAD AVE","NULL","","NULL",NA,25,40.2518,-74.77662,"No","","151",414916.922202,516756.766306,NA,"DVRPC",0,"Moderate Injury",10149429
3440606,"20101102I-2010-019933","I-2010-019933",2010,"MERCER","Ewing Township","2010-07-09","Friday","July","10:48:00",1,"EWING TWP PD","TRAFFIC BUREAU",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"MERCER COUNTY 613","West",613,"","11000613",0.58,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","FOURTH STREET","NULL","","NULL",35,25,40.24902,-74.75657,"No","NONE","111",420510.762042,515728.90793,NA,"DVRPC",0,"PDO",10149428
3440608,"20101102I-2010-019959","I-2010-019959",2010,"MERCER","Ewing Township","2010-07-09","Friday","July","14:12:00",1,"EWING TWP PD","P2-A",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Side Swipe",2,"MERCER COUNTY 622","South",622,"","11000622",4.64,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",70,"Foot","South","ARCTIC PARKWAY (RT-639)","NULL","","NULL",40,35,40.24454,-74.76,"No","NONE","105",419549.099754,514098.551869,NA,"DVRPC",0,"PDO",10149427
3440611,"20101102I-2010-020191","I-2010-020191",2010,"MERCER","Ewing Township","2010-07-11","Sunday","July","19:38:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Right Angle",2,"NJ 31","NULL",31,"","00000031",1.83,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",60,"Foot","North","CR 622 / OLDEN AVE","NULL","","NULL",35,35,40.25002,-74.77581,"No","","149",415142.593959,516109.789332,NA,"DVRPC",0,"PDO",10149425
3440612,"20101102I-2010-020193","I-2010-020193",2010,"MERCER","Ewing Township","2010-07-11","Sunday","July","20:21:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"NJ 29","NULL",29,"","00000029",9.55,"State Highway","Curve and Grade","Blacktop","Dry","Daylight","Clear","Grass Median","None",NA,"At","NULL","NJ 175 / BERNARD DR","NULL","","NULL",45,25,40.2659,-74.84769,"No","","149",395102.153633,521962.95485,NA,"DVRPC",0,"PDO",10149424
3440613,"20101102I-2010-020278","I-2010-020278",2010,"MERCER","Ewing Township","2010-07-12","Monday","July","16:12:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Side Swipe",2,"NJ 31","NULL",31,"","00000031",2.84,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","THERESA ST","NULL","","NULL",40,25,40.26378,-74.78193,"No","","163",413448.81,521124.32,NA,"DVRPC",0,"PDO",10149421
3440615,"20101102I-2010-020360","I-2010-020360",2010,"MERCER","Ewing Township","2010-07-13","Tuesday","July","14:34:00",1,"EWING TWP PD","SQUAD 2B",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"MERCER COUNTY 634","NULL",634,"","11000634",1.17,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CR 579","NULL","","NULL",35,25,40.26591,-74.81919,"No","","165",403055.317712,521938.104096,NA,"DVRPC",0,"PDO",10149423
3440617,"20101102I-2010-020374","I-2010-020374",2010,"MERCER","Ewing Township","2010-07-13","Tuesday","July","19:04:00",1,"EWING TWP PD","SQUAD 1A",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 622","NULL",622,"","11000622",4.65,"County","Straight and Level","Blacktop","Wet","Daylight","Rain","Barrier Median","None",10,"Foot","West","CR 639","NULL","","NULL",35,35,40.2446,-74.76017,"No","","171",419502.36,514121.4,NA,"DVRPC",0,"PDO",10149889
3440618,"20101102I-2010-020402","I-2010-020402",2010,"MERCER","Ewing Township","2010-07-14","Wednesday","July","03:20:00",1,"EWING TWP PD","SQUAD 1B",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Animal",1,"FEDERAL CITY RD","NULL",NA,"","11021398",0.09,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street Lights Off)","Rain","None","None",450,"Foot","North","CR 636","NULL","","NULL",35,35,40.27679,-74.77212,"No","","185",416200.528192,525857.697287,NA,"DVRPC",0,"PDO",10168530
3440620,"20101102I-2010-020527","I-2010-020527",2010,"MERCER","Ewing Township","2010-07-15","Thursday","July","10:14:00",1,"EWING TWP PD","P2-A",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 634","West",634,"","11000634",1.41,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",50,"Foot","East","MICHELLE COURT","NULL","","NULL",35,25,40.26771,-74.8154,"No","NONE","105",404115.38,522590.41,NA,"DVRPC",0,"Pain",10149891
3440624,"20101102I-2010-020579","I-2010-020579",2010,"MERCER","Ewing Township","2010-07-15","Thursday","July","16:37:00",1,"EWING TWP PD","SQUAD 4B",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"NJ 29","NULL",29,"","00000029",9.81,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","DUFFIELD DRIVE","NULL","","NULL",45,25,40.26912,-74.85018,"No","","143",394411.95358,523138.864162,NA,"DVRPC",0,"PDO",10167421
3440626,"20101102I-2010-020682","I-2010-020682",2010,"MERCER","Ewing Township","2010-07-16","Friday","July","16:24:00",1,"EWING TWP PD","SQUAD 4A",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 622","NULL",622,"","11000622",5.56,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","NJ 31","NULL","","NULL",35,35,40.24988,-74.77575,"No","","162",415158.09,516058.12,NA,"DVRPC",0,"PDO",10167420
3440628,"20101102I-2010-020761","I-2010-020761",2010,"MERCER","Ewing Township","2010-07-17","Saturday","July","19:02:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,1,0,0,"Injury","At Intersection","No","No","Right Angle",2,"NJ 29","NULL",29,"","00000029",9.55,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","NJ 175 / BERNARD DR","NULL","","NULL",45,25,40.2659,-74.84769,"No","","149",395102.153633,521962.95485,NA,"DVRPC",0,"Pain",10149890
3440629,"20101102I-2010-020774","I-2010-020774",2010,"MERCER","Ewing Township","2010-07-17","Saturday","July","21:30:00",1,"EWING TWP PD","SQUAD3 TRAFFIC",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Side Swipe",2,"US 206 Z","South",206,"Z","00000206Z",44.51,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",10,"Foot","North","OLDEN AVE/CR 622","NULL","","NULL",25,35,40.24,-74.7526,"No","","149",421608.930599,512440.026697,NA,"DVRPC",0,"Pain",10149887
3440632,"20101102I-2010-021146","I-2010-021146",2010,"MERCER","Ewing Township","2010-07-22","Thursday","July","05:14:00",1,"EWING TWP PD","PLATOON-1",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Struck Parked Vehicle",2,"MERCER COUNTY 613","NULL",613,"","11000613",1.2,"County","Straight and Grade","Blacktop","Dry","Dawn","Clear","None","None",100,"Foot","East","DAWES AVENUE","NULL","","NULL",35,25,40.25709,-74.76172,"No","","115",419082.57,518672.56,NA,"DVRPC",0,"PDO",10184244
3440636,"20101102I-2010-021481","I-2010-021481",2010,"MERCER","Ewing Township","2010-07-25","Sunday","July","15:29:00",1,"EWING TWP PD","P2-A",0,0,5,0,0,"Injury","Not At Intersection","No","No","Right Angle",2,"NJ 31","NULL",31,"","00000031",4.71,"State Highway","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",60,"Foot","West","BULLRUN RD","NULL","","NULL",45,40,40.28869,-74.78521,"No","","105",412565.078971,530202.824482,NA,"DVRPC",0,"Moderate Injury",10167424
3440640,"20101102I-2010-021586","I-2010-021586",2010,"MERCER","Ewing Township","2010-07-26","Monday","July","14:59:00",1,"EWING TWP PD","SQUAD2",0,0,0,0,0,"Property Damage","At Intersection","No","No","Left Turn / U Turn",2,"NJ 31","NULL",31,"","00000031",1.82,"State Highway","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CR 622 / OLDEN AVE","NULL","","NULL",35,40,40.24988,-74.77575,"No","","146",415158.09,516058.12,NA,"DVRPC",0,"PDO",10167401
3440642,"20101102I-2010-021625","I-2010-021625",2010,"MERCER","Ewing Township","2010-07-26","Monday","July","22:46:00",1,"EWING TWP PD","1B",0,0,1,0,0,"Injury","Not At Intersection","Yes","No","Same Direction - Rear End",2,"NJ 31","NULL",31,"","00000031",1.83,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",30,"Foot","North","CR 622 / OLDEN AVE","NULL","","NULL",35,35,40.25002,-74.77581,"No","","130",415142.593959,516109.789332,NA,"DVRPC",0,"Pain",10167400
3440643,"20101102I-2010-021669","I-2010-021669",2010,"MERCER","Ewing Township","2010-07-27","Tuesday","July","12:10:00",1,"EWING TWP PD","TRAFFIC BUREAU",0,0,0,0,0,"Property Damage","Not At Intersection","Yes","No","Same Direction - Rear End",2,"MERCER COUNTY 636","NULL",636,"","11000636",2.04,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",103,"Foot","South","BUTTONWOOD DRIVE","NULL","","NULL",35,25,40.2542,-74.76657,"No","","111",417726.282674,517621.520114,NA,"DVRPC",0,"PDO",10167410
3440644,"20101102I-2010-021671","I-2010-021671",2010,"MERCER","Ewing Township","2010-07-27","Tuesday","July","12:22:00",1,"EWING TWP PD","SQUAD 2A",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Right Angle",2,"MERCER COUNTY 622","NULL",622,"","11000622",5.51,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",1000,"Foot","East","CR 636","NULL","","NULL",35,35,40.24974,-74.77489,"No","","172",415398.065352,516004.041409,NA,"DVRPC",0,"PDO",10168529
3440646,"20101102I-2010-021778","I-2010-021778",2010,"MERCER","Ewing Township","2010-07-28","Wednesday","July","14:31:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 579","NULL",579,"","00000579",2.2,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",30,"Foot","South","CR 634 / W UPPER FERRY RD","NULL","","NULL",35,35,40.26576,-74.81915,"No","","163",403067.183236,521883.210223,NA,"DVRPC",0,"PDO",10167417
3440648,"20101102I-2010-021834","I-2010-021834",2010,"MERCER","Ewing Township","2010-07-29","Thursday","July","11:33:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,1,0,0,"Injury","Not At Intersection","No","No","Right Angle",2,"NJ 31","NULL",31,"","00000031",1.92,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","Unknown",200,"Foot","South","PENNROAD AVE","NULL","","NULL",35,25,40.25126,-74.77632,"No","","163",415001.216864,516560.617825,NA,"DVRPC",0,"Pain",10168625
3440649,"20101102I-2010-021869","I-2010-021869",2010,"MERCER","Ewing Township","2010-07-29","Thursday","July","16:20:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 636","NULL",636,"","11000636",2.38,"County","Straight and Grade","Blacktop","Dry","Daylight","Clear","Curbed Median","None",10,"Foot","North","CR 613","NULL","","NULL",35,35,40.25798,-74.76261,"No","","163",418835.19,518997.52,NA,"DVRPC",0,"Pain",10167415
