"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN"
4947041,"20051111281-05136210","281-05136210",2005,"MERCER","Trenton City","10/8/2005 0:00","Saturday","October","12/31/1899 0:34","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"CENTER ST","NULL",NA,"","11111528",0.03,"Municipal","Straight and Grade","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","NULL","None",NA,"At","NULL","SHEPPARDS STREET","NULL","","NULL",25,NA,40.21378,-74.76052,"No","","565",419370.34,502893.66,NA,"DVRPC",0,"Pain",5238440
4946733,"20051111249-05119509","249-05119509",2005,"MERCER","Trenton City","9/6/2005 0:00","Tuesday","September","12/31/1899 17:14","1","CITY OF TRENTON","C84",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"PERRY ST","NULL",NA,"","11111556",0.32,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","ALLEN STREET","NULL","","NULL",25,NA,40.22404,-74.75964,"No","NONE","***",419627.8,506631.22,NA,"DVRPC",0,"Pain",5207765
4945090,"20051111096-05042194","096-05042194",2005,"MERCER","Trenton City","4/6/2005 0:00","Wednesday","April","12/31/1899 17:25","1","CITY OF TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 635","NULL",635,"","11000635",0.19,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","WALL STREET","NULL","","NULL",25,NA,40.2215,-74.75183,"No","","***",421783.769987,505695.295713,NA,"DVRPC",0,"Pain",5070173
4947997,"20051111C0602005-557A","C0602005-557A",2005,"MERCER","Trenton City","6/7/2005 0:00","Tuesday","June","12/31/1899 9:44","2","STATE POLICE","HAMILTON-SUB",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 206","NULL",206,"","206",41.57,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CASS STREET","NULL","","NULL",35,NA,40.20706,-74.75019,"No","NONE","462",422481.566458,500311.274199,NA,"DVRPC",0,"Moderate Injury",5153795
4946607,"20051111236-05113522","236-05113522",2005,"MERCER","Trenton City","8/24/2005 0:00","Wednesday","August","12/31/1899 18:24","1","TRENTON","TRENTON POLICE",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MARKET STREET","NULL",NA,"","11111526",0.52,"Municipal","Straight and Grade","Blacktop","Dry","Daylight","Clear","Curbed Median","None",NA,"At","NULL","STOCKTON STREET","NULL","","NULL",25,NA,40.21685,-74.75996,"No","NONE","***",419488.399139,503979.463775,NA,"DVRPC",0,"Moderate Injury",5210972
4946123,"20051111191-05-087070","191-05-087070",2005,"MERCER","Trenton City","7/10/2005 0:00","Sunday","July","12/31/1899 12:28","1","TRENTON NJ","PATROL 1ST PLA?",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 606","NULL",606,"","11000606",1.58,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CLEVELAND AVENUE","NULL","","NULL",25,NA,40.22029,-74.73062,"No","","***",427722.13,505239.83,NA,"DVRPC",0,"Moderate Injury",5152031
4946495,"2005111122505-122411","22505-122411",2005,"MERCER","Trenton City","9/12/2005 0:00","Monday","September","12/31/1899 18:30","1","TRENTON NJ","PATROL 1ST PLA?",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"CENTER ST","NULL",NA,"","11111528",0.31,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","NULL",NA,"At","NULL","FURMAN STREET","NULL","","NULL",25,NA,40.20979,-74.75951,"No","?","***",419650.35,501429.54,NA,"DVRPC",0,"Moderate Injury",5207344
6811922,"2006110106-2929","Jun-29",2006,"MERCER","East Windsor Township","3/7/2006 0:00","Tuesday","March","12/31/1899 17:14","1","EAST WINDSOR TOWNSHIP","TRAFFIC UNIT",0,1,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",2,"US 130","South",130,"","130",68.21,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",NA,"At","NULL","DUTCH NECK ROAD","NULL","","NULL",45,35,40.26783,-74.54292,"No","NONE","57",480147.783055,522480.391572,NA,"DVRPC",0,"Incapacitating Injury",6051736
6812050,"2006110106-5580","Jun-80",2006,"MERCER","East Windsor Township","5/4/2006 0:00","Thursday","May","12/31/1899 8:19","","EAST WINDSOR TWP","UNIFORM SERVIC?",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 130","North",130,"","130",67.5,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",NA,"At","NULL","HICKORY CORNER ROAD","NULL","","NULL",55,45,40.25879,-74.54918,"No","NONE","78",478400.752977,519191.115915,NA,"DVRPC",0,"Pain",6090501
6812136,"2006110106-7695","Jun-95",2006,"MERCER","East Windsor Township","6/15/2006 0:00","Thursday","June","12/31/1899 18:20","1","EAST WINDSOR","TRAFFIC",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 130","North",130,"","130",68.21,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",NA,"At","NULL","DUTCH NECK ROAD","NULL","","NULL",45,35,40.26783,-74.54292,"No","NONE","27",480147.783055,522480.391572,NA,"DVRPC",0,"Moderate Injury",6123937
6811705,"2006110106-14196","06-14196",2006,"MERCER","East Windsor Township","10/26/2006 0:00","Thursday","October","12/31/1899 14:22","1","EAST WINDSOR","TRAFFIC BUREAU",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 539","South",539,"","539",52.63,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Painted Median","None",NA,"At","NULL","TOWN CENTER DRIVE","NULL","","NULL",40,35,40.27903,-74.52081,"No","NONE","72",486320.689049,526344.656641,NA,"DVRPC",0,"Pain",6231788
6811868,"2006110106-17139","06-17139",2006,"MERCER","East Windsor Township","12/27/2006 0:00","Wednesday","December","12/31/1899 19:35","1","EAST WINDSOR","TRAFFIC BUREAU",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"WYCOFFS MILL RD","East",NA,"","11041056",1.58,"Municipal","Curve and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","Painted Median","None",700,"Foot","West","PROBASCOR ROAD","NULL","","NULL",40,40,40.27267,-74.49395,"No","NONE","72",NA,NA,NA,"DVRPC",0,"Pain",6280069
6812712,"20061102I-2006-016913","I-2006-016913",2006,"MERCER","Ewing Township","7/7/2006 0:00","Friday","July","12/31/1899 16:39","1","EWING POLICE DEPT.","SQUAD5 TRAFFIC",0,1,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",2,"MERCER COUNTY 611","South",611,"","11000611",1.22,"County","Curve and Grade","Blacktop","Dry","Daylight","Clear","None","None",2050,"Foot","North","CR 636","NULL","","NULL",40,35,40.27936,-74.80537,"No","NONE","105",406939.88,526835.98,NA,"DVRPC",0,"Incapacitating Injury",6146181
6812835,"20061102I-2006-021049","I-2006-021049",2006,"MERCER","Ewing Township","8/26/2006 0:00","Saturday","August","12/31/1899 2:24","1","EWING POLICE","P-4",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 31","NULL",31,"","31",1.79,"State Highway","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",NA,"At","NULL","CR 622","NULL","","NULL",35,40,40.24908,-74.77548,"No","NONE","136",415199.799236,515904.804507,NA,"DVRPC",0,"Moderate Injury",6181421
6813407,"20061102T2006-310","T2006-310",2006,"MERCER","Ewing Township","4/7/2006 0:00","Friday","April","12/31/1899 17:08","1","EWING","P-5",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 613","East",613,"","11000613",0,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",250,"Foot","West","RT 206","NULL","","NULL",35,25,40.24188,-74.75072,"No","NONE","105",422137.69,513121.96,NA,"DVRPC",0,"Pain",6072456
6813025,"20061102I-2006-026644","I-2006-026644",2006,"MERCER","Ewing Township","10/27/2006 0:00","Friday","October","12/31/1899 17:18","1","EWING POLICE","S-2",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 622","West",622,"","11000622",4.74,"County","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",500,"Foot","East","CR 639","NULL","","NULL",40,25,40.24511,-74.76165,"No","","171",419050.88,514326.22,NA,"DVRPC",0,"Pain",6245321
6814632,"2006110306-30737","06-30737",2006,"MERCER","Hamilton Twp (Mercer Co)","7/12/2006 0:00","Wednesday","July","12/31/1899 10:40","1","HAMILTON TOWNSHIP","",0,1,1,0,1,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"KLOCKNER RD","NULL",NA,"","11031976",3.8,"Municipal","Straight and Grade","Blacktop","Dry","Daylight","Overcast","None","None",100,"Foot","West","WHITEHORSE-HAMILTON SQ. RD.","NULL","","NULL",35,40,40.21927,-74.6734,"No","","364",443743.71,504817.44,NA,"DVRPC",1,"Incapacitating Injury",6152709
6814550,"2006110306-28497","06-28497",2006,"MERCER","Hamilton Twp (Mercer Co)","6/29/2006 0:00","Thursday","June","12/31/1899 19:31","1","HAMILTON","",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"NJ 33","West",33,"","33",5.54,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",200,"Foot","East","YARDVILLE HAMILTON SQ RD","NULL","","NULL",45,35,40.22696,-74.66063,"No","NONE","438",447265.466905,507634.234579,NA,"DVRPC",0,"Pain",6134017
6815445,"2006110306-47192","06-47192",2006,"MERCER","Hamilton Twp (Mercer Co)","10/22/2006 0:00","Sunday","October","12/31/1899 15:34","1","HAMILTON","HAMILTON",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"NJ 33","NULL",33,"","33",5.13,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",40,"Foot","West","PAXSON AVE","NULL","","NULL",40,25,40.22878,-74.66803,"No","NONE","209",445202.088986,508298.132902,NA,"DVRPC",0,"Moderate Injury",6228154
6815479,"2006110306-47797","06-47797",2006,"MERCER","Hamilton Twp (Mercer Co)","10/26/2006 0:00","Thursday","October","12/31/1899 22:11","1","HAMILTON TWP.","",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 622","South",622,"","11000622",1.69,"County","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",15,"Foot","North","WATSON AVENUE","NULL","","NULL",30,25,40.21232,-74.72541,"No","NONE","412",429097.04,502435.99,NA,"DVRPC",0,"Moderate Injury",6233266
6814950,"2006110306-38336","06-38336",2006,"MERCER","Hamilton Twp (Mercer Co)","8/29/2006 0:00","Tuesday","August","12/31/1899 15:43","1","HAMILTON TWP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 524","West",524,"","524",1.08,"County","Curve and Grade","Blacktop","Dry","Daylight","Overcast","None","None",NA,"At","NULL","COLERIDGE RD.","NULL","","NULL",35,25,40.18621,-74.68584,"No","","275",440381.087073,492736.887366,NA,"DVRPC",0,"Moderate Injury",6188431
6814803,"2006110306-34653","06-34653",2006,"MERCER","Hamilton Twp (Mercer Co)","8/7/2006 0:00","Monday","August","12/31/1899 18:41","1","HAMILTON TOWNSHIP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 533","NULL",533,"","533",2.7,"County","Straight and Grade","Blacktop","Dry","Daylight","Clear","Curbed Median","None",NA,"At","NULL","KLOCKNER RD.","NULL","","NULL",45,35,40.22494,-74.68709,"No","","364",439885.226951,506903.84795,NA,"DVRPC",0,"Moderate Injury",6159232
6815873,"2006110306-55019","06-55019",2006,"MERCER","Hamilton Twp (Mercer Co)","12/14/2006 0:00","Thursday","December","12/31/1899 16:57","1","HAMILTON","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 606","NULL",606,"","11000606",1.76,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","KLEIN AVE","NULL","","NULL",30,25,40.22115,-74.72737,"No","NONE","381",428634.110618,505554.715984,NA,"DVRPC",0,"Pain",6270977
6815880,"2006110306-55192","06-55192",2006,"MERCER","Hamilton Twp (Mercer Co)","12/15/2006 0:00","Friday","December","12/31/1899 20:16","1","HAMILTON","",0,1,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"FLOCK RD","West",NA,"","11031986",2.11,"Municipal","Curve and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",250,"Foot","East","KLOCKNER ROAD","NULL","","NULL",45,35,40.25242,-74.70627,"No","","309",NA,NA,NA,"DVRPC",0,"Incapacitating Injury",6275692
6815281,"2006110306-44606","06-44606",2006,"MERCER","Hamilton Twp (Mercer Co)","10/5/2006 0:00","Thursday","October","12/31/1899 17:49","1","HAMILTON","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"WARD AVE","NULL",NA,"","11032003",0.35,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","BONNIE AVE","NULL","","NULL",35,25,40.22746,-74.72145,"No","","363",430297.94,507842.8,NA,"DVRPC",0,"Moderate Injury",6224318
6814952,"2006110306-38341","06-38341",2006,"MERCER","Hamilton Twp (Mercer Co)","8/29/2006 0:00","Tuesday","August","12/31/1899 16:08","1","HAMILTON TOWNSHIP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 620","NULL",620,"","11000620",1.7,"County","Straight and Grade","Blacktop","Dry","Daylight","Overcast","None","None",NA,"At","NULL","REEVES AVE.","NULL","","NULL",40,25,40.20242,-74.71409,"No","","364",432326.442149,498720.214167,NA,"DVRPC",1,"Pain",6188429
6813635,"2006110306-11798","06-11798",2006,"MERCER","Hamilton Twp (Mercer Co)","3/16/2006 0:00","Thursday","March","12/31/1899 16:52","1","HAMILTON","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 614","NULL",614,"","11000614",0.62,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","KARL SUESS DRIVE","NULL","","NULL",25,25,40.23288,-74.72652,"No","","372",428878.053553,509827.695288,NA,"DVRPC",0,"Pain",6049682
6816807,"2.00611042006043E+016","200604327",2006,"MERCER","Hightstown Borough","2/17/2006 0:00","Friday","February","12/31/1899 11:00","1","HIGHTSTOWN","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 571","West",571,"","571",34.97,"County","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",NA,"At","NULL","SUMMIT STREET","NULL","","NULL",25,25,40.27102,-74.53124,"No","NONE","110",483418.18,523638.87,NA,"DVRPC",0,"Pain",6141551
6816872,"2.0061104200612E+016","200612062",2006,"MERCER","Hightstown Borough","11/3/2006 0:00","Friday","November","12/31/1899 16:49","1","HIGHTSTOWN","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 33","NULL",33,"","33",14.54,"State Highway","Straight and Level","Blacktop","Dry","Dusk","Clear","None","None",NA,"At","NULL","MAXWELL AVENUE","NULL","","NULL",25,25,40.26934,-74.51948,"No","","112",486843.718412,522924.533433,NA,"DVRPC",0,"Pain",6285304
6816856,"2.006110420061E+016","200610065",2006,"MERCER","Hightstown Borough","9/17/2006 0:00","Sunday","September","12/31/1899 15:26","1","HIGHTSTOWN","PATROL DIVISION",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"NJ 33","South",33,"","33",13.81,"State Highway","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","Incident Zone",50,"Foot","South","SOUTH STREET","NULL","","NULL",35,35,40.26582,-74.53054,"No","NONE","111",483943.363354,521946.557423,NA,"DVRPC",0,"Pain",6302421
6817734,"2006110706-019743","06-019743",2006,"MERCER","Lawrence Twp (Mercer Co)","4/24/2006 0:00","Monday","April","12/31/1899 18:06","1","LAWRENCE TWP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 1 BUSINESS","West",1,"B","00000001B",1.31,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","PRESIDENT AVENUE","NULL","","NULL",25,40,40.255,-74.73033,"No","","209",427679.251577,517710.450649,NA,"DVRPC",0,"Pain",6080567
6817694,"2006110706-013217","06-013217",2006,"MERCER","Lawrence Twp (Mercer Co)","3/17/2006 0:00","Friday","March","12/31/1899 16:56","1","LAWRENCE TWP","06-013217",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"GAINSBORO RD","NULL",NA,"","11071396",0,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","NULL",NA,"At","NULL","LAWRENCE RD","NULL","","NULL",25,NA,40.26398,-74.74048,"No","NONE","146",425017.69,521164.86,NA,"DVRPC",0,"Pain",6044559
6819151,"2006110906-15195","06-15195",2006,"MERCER","Princeton Borough","9/29/2006 0:00","Friday","September","12/31/1899 13:09","1","PRINCETON BOROUGH","",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"PROSPECT AVE","NULL",NA,"","11091240",0.38,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",175,"Foot","West","MURRAY PLACE","NULL","","NULL",25,25,40.34964,-74.64826,"No","NONE","88",450803.83071,552312.613203,NA,"DVRPC",0,"Pain",6207960
6819349,"200611092006-015708","2006-015708",2006,"MERCER","Princeton Borough","10/7/2006 0:00","Saturday","October","12/31/1899 13:02","1","PRINCETON BOROUGH","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 27","NULL",27,"","27",0.4,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","VANDEVENTER AVENUE","NULL","","NULL",25,25,40.3503,-74.65738,"No","NONE","112",448324,552578.32,NA,"DVRPC",0,"Pain",6226003
6819558,"2006111006-13600","06-13600",2006,"MERCER","Princeton Township","9/6/2006 0:00","Wednesday","September","12/31/1899 15:33","1","PRINCETON TOWNSHIP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 27","South",27,"","27",2.43,"State Highway","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","SHADY BROOK LANE","NULL","","NULL",45,25,40.36675,-74.62651,"No","","***",456859.726521,558512.937149,NA,"DVRPC",0,"Moderate Injury",6239860
6819810,"2006111006-6785","Jun-85",2006,"MERCER","Princeton Township","5/4/2006 0:00","Thursday","May","12/31/1899 9:55","","PRINCETON TOWNSHIP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 206","North",206,"","206",57.07,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","HERRONTOWN ROAD","NULL","","NULL",40,25,40.39157,-74.65374,"No","","80",448625.442334,566826.004496,NA,"DVRPC",0,"Pain",6089152
6821189,"20061111140-06077065","140-06077065",2006,"MERCER","Trenton City","5/20/2006 0:00","Saturday","May","12/31/1899 13:20","1","TRENTON","PATROL B-63",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"NJ 33","NULL",33,"","33",0.59,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","Maintenance Zone",NA,"NULL","West","MONMOUTH STREET","NULL","","NULL",NA,NA,40.21901,-74.74746,"No","","***",423001.216429,504777.257371,NA,"DVRPC",0,"Moderate Injury",6097650
6820887,"2.00611111030605E+018","10306057014",2006,"MERCER","Trenton City","4/13/2006 0:00","Thursday","April","12/31/1899 12:50","1","T.P.D","T.P.D",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"S CLINTON AVE","North",NA,"","11031969",3.48,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","WALLENBURG AVE.","NULL","","NULL",25,25,40.21794,-74.75485,"No","","***",420958.769987,504406.196349,NA,"DVRPC",0,"Moderate Injury",6069724
6821207,"20061111142-06078152","142-06078152",2006,"MERCER","Trenton City","5/22/2006 0:00","Monday","May","12/31/1899 17:30","1","TRENTON","PATROL",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",2,"NJ 31","NULL",31,"","31",0.29,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",75,"Foot","North","CR 653","NULL","","NULL",25,25,40.22883,-74.7683,"No","","381",417130.03,508505.2,NA,"DVRPC",0,"Pain",6097633
6822424,"20061111278-06161931","278-06161931",2006,"MERCER","Trenton City","10/5/2006 0:00","Thursday","October","12/31/1899 4:29","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 636","NULL",636,"","11000636",0.33,"County","Curve and Hillcrest","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Painted Median","None",NA,"At","NULL","BELLEVUE AVENUE","NULL","","NULL",25,25,40.23583,-74.78701,"No","NONE","136",412000.17506,510950.136461,NA,"DVRPC",0,"Moderate Injury",6210278
6822461,"2.00611112810616E+018","28106164132",2006,"MERCER","Trenton City","10/8/2006 0:00","Sunday","October","12/31/1899 13:31","1","TRENTON","225 N. CLINTON",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"PROSPECT ST","NULL",NA,"","11111562",0.35,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",NA,"At","NULL","RUTHERFORD AVENUE","NULL","","NULL",NA,NA,40.22997,-74.7747,"No","BICYCLE REAR WHEEL","243",415428.034988,508802.438973,NA,"DVRPC",0,"Pain",6209919
6823055,"20061111349-06210274","349-06210274",2006,"MERCER","Trenton City","12/15/2006 0:00","Friday","December","12/31/1899 20:27","","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROEBLING AVE","NULL",NA,"","11111538",0.63,"Municipal","Straight and Level","Concrete","Dry","Dark (Street Lights On/ continuous)","Overcast","Painted Median","None",NA,"At","NULL","SOUTH CLINTON AVENUE","NULL","","NULL",25,NA,40.2085,-74.74969,"No","NONE","***",422388.491124,500961.562245,NA,"DVRPC",0,"Pain",6270311
6821974,"20061111226-06128318","226-06128318",2006,"MERCER","Trenton City","8/14/2006 0:00","Monday","August","12/31/1899 11:49","1","TRENTON","PATROL",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"SPRUCE ST","NULL",NA,"","11111563",0.24,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","North","BRUNSWICK AVE.","NULL","","NULL",25,25,40.24001,-74.74913,"No","NONE","***",422578.598588,512441.794975,NA,"DVRPC",0,"Pain",6169421
6821567,"20061111180-06100177","180-06100177",2006,"MERCER","Trenton City","6/29/2006 0:00","Thursday","June","12/31/1899 8:34","","TRENTON","PATROL",0,1,1,0,0,"Injury","Not At Intersection","Yes","No","Pedalcyclist",1,"US 1","NULL",1,"","1",0.28,"State/Interstate Authority","Straight and Level","Concrete","Dry","Daylight","Clear","None","None",NA,"NULL","North","BRIDGE STREET","NULL","","NULL",25,NA,40.2114,-74.76325,"No","","283",418607.129095,502029.187277,NA,"DVRPC",0,"Incapacitating Injury",6130299
6820346,"20061111045-060242197","045-060242197",2006,"MERCER","Trenton City","2/14/2006 0:00","Tuesday","February","12/31/1899 13:00","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",2,"S CLINTON AVE","South",NA,"","11031969",3.62,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Clear","None","None",NA,"At","NULL","YARD AVENUE","NULL","","NULL",25,25,40.21995,-74.75521,"No","","***",420859.768089,505138.081403,NA,"DVRPC",0,"Pain",6019017
6820846,"20061111099-06054794","099-06054794",2006,"MERCER","Trenton City","4/9/2006 0:00","Sunday","April","","","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 622","NULL",622,"","11000622",2.81,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","WALNUT AVENUE","NULL","","NULL",25,25,40.22507,-74.7381,"No","","537",425551.93,507110.02,NA,"DVRPC",0,"Pain",6064383
6821358,"20061111157-06086660","157-06086660",2006,"MERCER","Trenton City","6/6/2006 0:00","Tuesday","June","12/31/1899 18:11","1","TRENTON","SOUTH 3",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 206","South",206,"","206",40.9,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","Painted Median","None",NA,"At","NULL","REMSEN STREET","NULL","","NULL",35,25,40.20233,-74.73898,"No","","581",425575.223289,498595.88913,NA,"DVRPC",0,"Moderate Injury",6108836
6822024,"20061111233-06132595","233-06132595",2006,"MERCER","Trenton City","8/21/2006 0:00","Monday","August","12/31/1899 16:28","1","TRENTON CITY","METRO",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 206","South",206,"","206",42.26,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","FERRY ST.","NULL","","NULL",25,NA,40.21366,-74.75988,"No","","186",419732.494624,502619.008885,NA,"DVRPC",0,"Moderate Injury",6171414
6821023,"2006111111906065-737","11906065-737",2006,"MERCER","Trenton City","4/29/2006 0:00","Saturday","April","12/31/1899 18:13","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"PERRY ST","NULL",NA,"","11111556",0.26,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","NULL",NA,"At","NULL","STOCKTON ST.","NULL","","NULL",25,NA,40.22374,-74.76073,"No","","412",419318.49,506522.51,NA,"DVRPC",0,"Moderate Injury",6083966
